Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP, in $ Mn ,Employment (in 000),as % of sector GDP,as % of sector employment
Slovenia,SVN,Hotel and restaurants and Other Personal Services,54007.97211,"Longer containment, larger demand shock",-0.43, 229.61 ,7,-7.35,-7.25
Slovenia,SVN,"Light/Heavy Manufacturing, Utilities, and Construction",54007.97211,"Longer containment, larger demand shock",-1.61, 870.40 ,18,-4.93,-5.01
Slovenia,SVN,Transport services,54007.97211,"Longer containment, larger demand shock",-0.89, 480.79 ,9,-14.58,-17.16
Slovenia,SVN,_All,54007.97211,"Longer containment, larger demand shock",-6.08," 3,281.51 ",70,-6.08,-6.07
Sweden,SWE,"Agriculture, Mining and Quarrying",556086.4889,"Longer containment, larger demand shock",-0.09, 516.28 ,7,-5.33,-5.48
Sweden,SWE,"Business, Trade, Personal, and Public Services",556086.4889,"Longer containment, larger demand shock",-3.79," 21,070.85 ",193,-5.88,-5.94
Sweden,SWE,Hotel and restaurants and Other Personal Services,556086.4889,"Longer containment, larger demand shock",-0.36," 1,979.35 ",43,-7.19,-7.59
Sweden,SWE,"Light/Heavy Manufacturing, Utilities, and Construction",556086.4889,"Longer containment, larger demand shock",-1.37," 7,627.48 ",62,-5.62,-5.69
Sweden,SWE,Transport services,556086.4889,"Longer containment, larger demand shock",-0.37," 2,043.17 ",18,-8.26,-7.46
Sweden,SWE,_All,556086.4889,"Longer containment, larger demand shock",-5.98," 33,237.13 ",323,-5.98,-6.12
Turkey,TUR,"Agriculture, Mining and Quarrying",771350.3305,"Longer containment, larger demand shock",-0.50," 3,851.03 ",343,-6.69,-6.70
Turkey,TUR,"Business, Trade, Personal, and Public Services",771350.3305,"Longer containment, larger demand shock",-3.26," 25,173.31 ",744,-7.03,-6.88
Turkey,TUR,Hotel and restaurants and Other Personal Services,771350.3305,"Longer containment, larger demand shock",-0.51," 3,947.17 ",305,-8.50,-8.58
Turkey,TUR,"Light/Heavy Manufacturing, Utilities, and Construction",771350.3305,"Longer containment, larger demand shock",-1.83," 14,106.70 ",579,-5.84,-5.77
Turkey,TUR,Transport services,771350.3305,"Longer containment, larger demand shock",-1.66," 12,832.55 ",194,-18.92,-19.25
Turkey,TUR,_All,771350.3305,"Longer containment, larger demand shock",-7.77," 59,910.76 ",2164,-7.77,-7.09
"Taipei,China",TAP,"Agriculture, Mining and Quarrying",608186,"Longer containment, larger demand shock",-0.02, 104.85 ,5,-0.99,-0.96
"Taipei,China",TAP,"Business, Trade, Personal, and Public Services",608186,"Longer containment, larger demand shock",-0.50," 3,042.47 ",55,-0.95,-1.07
"Taipei,China",TAP,Hotel and restaurants and Other Personal Services,608186,"Longer containment, larger demand shock",-0.47," 2,857.99 ",109,-6.97,-5.98
"Taipei,China",TAP,"Light/Heavy Manufacturing, Utilities, and Construction",608186,"Longer containment, larger demand shock",-1.21," 7,356.99 ",118,-3.33,-2.62
"Taipei,China",TAP,Transport services,608186,"Longer containment, larger demand shock",-0.31," 1,855.81 ",53,-10.88,-10.79
"Taipei,China",TAP,_All,608186,"Longer containment, larger demand shock",-2.50," 15,218.12 ",340,-2.50,-2.71
United States,USA,"Agriculture, Mining and Quarrying",20544343.46,"Longer containment, larger demand shock",-0.16," 31,900.18 ",208,-5.62,-5.23
United States,USA,"Business, Trade, Personal, and Public Services",20544343.46,"Longer containment, larger demand shock",-3.57," 732,558.07 ",5842,-5.23,-5.23
United States,USA,Hotel and restaurants and Other Personal Services,20544343.46,"Longer containment, larger demand shock",-0.48," 99,605.33 ",1563,-6.85,-6.31
United States,USA,"Light/Heavy Manufacturing, Utilities, and Construction",20544343.46,"Longer containment, larger demand shock",-1.04," 213,018.40 ",1341,-5.37,-5.43
United States,USA,Transport services,20544343.46,"Longer containment, larger demand shock",-0.36," 73,077.78 ",561,-13.22,-10.68
United States,USA,_All,20544343.46,"Longer containment, larger demand shock",-5.60," 1,150,159.76 ",9514,-5.60,-5.59
Bangladesh,BAN,"Agriculture, Mining and Quarrying",274024.959,"Longer containment, larger demand shock",-0.05, 146.94 ,97,-0.34,-0.33
Bangladesh,BAN,"Business, Trade, Personal, and Public Services",274024.959,"Longer containment, larger demand shock",-0.11, 292.98 ,35,-0.29,-0.21
Bangladesh,BAN,Hotel and restaurants and Other Personal Services,274024.959,"Longer containment, larger demand shock",-0.02, 45.48 ,6,-0.15,-0.20
Bangladesh,BAN,"Light/Heavy Manufacturing, Utilities, and Construction",274024.959,"Longer containment, larger demand shock",-0.24, 652.46 ,158,-0.84,-0.95
Bangladesh,BAN,Transport services,274024.959,"Longer containment, larger demand shock",-0.02, 55.41 ,11,-0.24,-0.23
Bangladesh,BAN,_All,274024.959,"Longer containment, larger demand shock",-0.44," 1,193.27 ",307,-0.44,-0.44
Malaysia,MAL,"Agriculture, Mining and Quarrying",358581.9434,"Longer containment, larger demand shock",-0.34," 1,229.79 ",24,-2.07,-1.24
Malaysia,MAL,"Business, Trade, Personal, and Public Services",358581.9434,"Longer containment, larger demand shock",-0.63," 2,271.22 ",153,-1.38,-1.50
Malaysia,MAL,Hotel and restaurants and Other Personal Services,358581.9434,"Longer containment, larger demand shock",-0.56," 1,999.36 ",132,-10.70,-11.54
Malaysia,MAL,"Light/Heavy Manufacturing, Utilities, and Construction",358581.9434,"Longer containment, larger demand shock",-0.47," 1,701.22 ",60,-1.66,-1.53
Malaysia,MAL,Transport services,358581.9434,"Longer containment, larger demand shock",-0.23, 809.43 ,40,-6.42,-6.10
Malaysia,MAL,_All,358581.9434,"Longer containment, larger demand shock",-2.23," 8,011.02 ",409,-2.23,-2.29
Philippines,PHI,"Agriculture, Mining and Quarrying",330910.3436,"Longer containment, larger demand shock",-0.16, 534.98 ,188,-1.60,-1.58
Philippines,PHI,"Business, Trade, Personal, and Public Services",330910.3436,"Longer containment, larger demand shock",-0.51," 1,693.45 ",202,-0.98,-0.97
Philippines,PHI,Hotel and restaurants and Other Personal Services,330910.3436,"Longer containment, larger demand shock",-0.40," 1,315.41 ",214,-9.63,-10.03
Philippines,PHI,"Light/Heavy Manufacturing, Utilities, and Construction",330910.3436,"Longer containment, larger demand shock",-0.43," 1,408.52 ",93,-1.42,-1.23
Philippines,PHI,Transport services,330910.3436,"Longer containment, larger demand shock",-0.12, 405.26 ,41,-3.42,-3.36
Philippines,PHI,_All,330910.3436,"Longer containment, larger demand shock",-1.62," 5,357.61 ",739,-1.62,-1.69
Thailand,THA,"Agriculture, Mining and Quarrying",504992.7577,"Longer containment, larger demand shock",-0.23," 1,177.81 ",511,-2.89,-2.82
Thailand,THA,"Business, Trade, Personal, and Public Services",504992.7577,"Longer containment, larger demand shock",-1.14," 5,768.19 ",341,-2.44,-2.33
Thailand,THA,Hotel and restaurants and Other Personal Services,504992.7577,"Longer containment, larger demand shock",-1.99," 10,026.45 ",417,-14.95,-23.27
Thailand,THA,"Light/Heavy Manufacturing, Utilities, and Construction",504992.7577,"Longer containment, larger demand shock",-0.71," 3,583.67 ",222,-2.47,-2.71
Thailand,THA,Transport services,504992.7577,"Longer containment, larger demand shock",-0.57," 2,887.90 ",346,-17.80,-16.33
Thailand,THA,_All,504992.7577,"Longer containment, larger demand shock",-4.64," 23,444.02 ",1837,-4.64,-4.10
Viet Nam,VIE,"Agriculture, Mining and Quarrying",245213.6864,"Longer containment, larger demand shock",-0.43," 1,059.11 ",592,-2.74,-2.28
Viet Nam,VIE,"Business, Trade, Personal, and Public Services",245213.6864,"Longer containment, larger demand shock",-0.52," 1,283.04 ",131,-1.56,-1.34
Viet Nam,VIE,Hotel and restaurants and Other Personal Services,245213.6864,"Longer containment, larger demand shock",-0.46," 1,126.41 ",279,-9.71,-9.84
Viet Nam,VIE,"Light/Heavy Manufacturing, Utilities, and Construction",245213.6864,"Longer containment, larger demand shock",-1.02," 2,500.21 ",266,-2.40,-1.95
Viet Nam,VIE,Transport services,245213.6864,"Longer containment, larger demand shock",-0.49," 1,197.78 ",194,-14.17,-13.86
Viet Nam,VIE,_All,245213.6864,"Longer containment, larger demand shock",-2.92," 7,166.55 ",1463,-2.92,-2.73
Kazakhstan,KAZ,"Agriculture, Mining and Quarrying",179339.9949,"Longer containment, larger demand shock",-0.74," 1,331.95 ",38,-3.42,-0.64
Kazakhstan,KAZ,"Business, Trade, Personal, and Public Services",179339.9949,"Longer containment, larger demand shock",-0.40, 723.22 ,19,-0.91,-0.72
Kazakhstan,KAZ,Hotel and restaurants and Other Personal Services,179339.9949,"Longer containment, larger demand shock",-0.07, 130.14 ,4,-1.81,-1.52
Kazakhstan,KAZ,"Light/Heavy Manufacturing, Utilities, and Construction",179339.9949,"Longer containment, larger demand shock",-0.30, 539.88 ,21,-1.43,-1.18
Kazakhstan,KAZ,Transport services,179339.9949,"Longer containment, larger demand shock",-0.46, 823.97 ,9,-5.27,-3.05
Kazakhstan,KAZ,_All,179339.9949,"Longer containment, larger demand shock",-1.98," 3,549.16 ",91,-1.98,-0.84
Mongolia,MON,"Agriculture, Mining and Quarrying",13066.74914,"Longer containment, larger demand shock",-1.28, 166.79 ,6,-3.29,-1.40
Mongolia,MON,"Business, Trade, Personal, and Public Services",13066.74914,"Longer containment, larger demand shock",-0.49, 63.76 ,6,-1.31,-1.18
Mongolia,MON,Hotel and restaurants and Other Personal Services,13066.74914,"Longer containment, larger demand shock",-0.25, 32.59 ,9,-10.77,-10.80
Mongolia,MON,"Light/Heavy Manufacturing, Utilities, and Construction",13066.74914,"Longer containment, larger demand shock",-0.20, 26.11 ,3,-1.22,-1.04
Mongolia,MON,Transport services,13066.74914,"Longer containment, larger demand shock",-0.51, 66.96 ,7,-9.75,-11.02
Mongolia,MON,_All,13066.74914,"Longer containment, larger demand shock",-2.73, 356.22 ,29,-2.73,-2.33
Sri Lanka,SRI,"Agriculture, Mining and Quarrying",88900.77086,"Longer containment, larger demand shock",-0.14, 125.11 ,38,-1.20,-1.44
Sri Lanka,SRI,"Business, Trade, Personal, and Public Services",88900.77086,"Longer containment, larger demand shock",-0.59, 521.27 ,30,-1.55,-1.02
Sri Lanka,SRI,Hotel and restaurants and Other Personal Services,88900.77086,"Longer containment, larger demand shock",-0.98, 870.48 ,59,-7.76,-12.97
Sri Lanka,SRI,"Light/Heavy Manufacturing, Utilities, and Construction",88900.77086,"Longer containment, larger demand shock",-0.43, 382.81 ,37,-1.63,-1.74
Sri Lanka,SRI,Transport services,88900.77086,"Longer containment, larger demand shock",-1.31," 1,163.71 ",56,-11.53,-11.53
Sri Lanka,SRI,_All,88900.77086,"Longer containment, larger demand shock",-3.45," 3,063.38 ",220,-3.45,-2.55
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Longer containment, larger demand shock",-0.10, 325.26 ,123,-0.39,-0.40
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Longer containment, larger demand shock",-0.08, 248.85 ,28,-0.19,-0.17
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Longer containment, larger demand shock",-0.01, 25.08 ,3,-0.18,-0.17
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Longer containment, larger demand shock",-0.07, 227.54 ,19,-0.43,-0.21
Pakistan,PAK,Transport services,314588.2105,"Longer containment, larger demand shock",-0.02, 52.31 ,4,-0.17,-0.25
Pakistan,PAK,_All,314588.2105,"Longer containment, larger demand shock",-0.28, 879.03 ,176,-0.28,-0.30
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Longer containment, larger demand shock",-0.40, 22.22 ,6,-3.55,-3.55
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Longer containment, larger demand shock",-1.60, 88.83 ,3,-2.87,-3.25
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Longer containment, larger demand shock",-3.39, 187.85 ,3,-45.30,-34.07
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Longer containment, larger demand shock",-0.59, 32.46 ,1,-3.43,-2.59
Fiji,FIJ,Transport services,5536.759659,"Longer containment, larger demand shock",-1.61, 88.99 ,1,-19.40,-15.40
Fiji,FIJ,_All,5536.759659,"Longer containment, larger demand shock",-7.59, 420.33 ,15,-7.59,-4.55
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Longer containment, larger demand shock",-0.35, 62.72 ,22,-1.41,-1.09
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Longer containment, larger demand shock",-0.36, 64.03 ,10,-0.88,-0.96
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Longer containment, larger demand shock",-0.50, 89.54 ,13,-10.69,-12.97
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Longer containment, larger demand shock",-0.44, 78.65 ,11,-1.54,-1.74
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Longer containment, larger demand shock",-0.38, 67.35 ,11,-24.26,-9.89
Lao People's Democratic Republic,LAO,_All,17953.78642,"Longer containment, larger demand shock",-2.02, 362.29 ,68,-2.02,-1.70
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Longer containment, larger demand shock",-1.30, 176.51 ,0,-2.83,-0.33
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Longer containment, larger demand shock",-0.11, 15.32 ,0,-0.34,-0.52
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Longer containment, larger demand shock",-0.22, 29.74 ,1,-11.06,-12.34
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Longer containment, larger demand shock",-0.38, 51.90 ,0,-2.21,-0.85
Brunei Darussalam,BRU,Transport services,13567.35118,"Longer containment, larger demand shock",-0.08, 10.47 ,0,-4.68,-5.27
Brunei Darussalam,BRU,_All,13567.35118,"Longer containment, larger demand shock",-2.09, 283.93 ,2,-2.09,-0.92
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Longer containment, larger demand shock",-0.07, 1.87 ,1,-0.32,-0.33
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Longer containment, larger demand shock",-0.15, 3.79 ,1,-0.52,-0.62
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Longer containment, larger demand shock",-0.16, 4.10 ,0,-6.12,-4.11
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Longer containment, larger demand shock",-0.28, 7.12 ,0,-0.73,-0.32
Bhutan,BHU,Transport services,2534.965163,"Longer containment, larger demand shock",-0.12, 3.08 ,0,-1.62,-1.81
Bhutan,BHU,_All,2534.965163,"Longer containment, larger demand shock",-0.79, 19.96 ,3,-0.79,-0.55
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Longer containment, larger demand shock",-0.10, 7.75 ,8,-0.59,-0.57
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Longer containment, larger demand shock",-0.54, 43.99 ,11,-1.12,-1.52
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Longer containment, larger demand shock",-0.02, 1.80 ,0,-0.57,-0.61
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Longer containment, larger demand shock",-0.33, 26.51 ,5,-1.22,-1.28
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Longer containment, larger demand shock",-1.20, 96.93 ,9,-25.82,-11.03
Kyrgyz Republic,KGZ,_All,8092.836609,"Longer containment, larger demand shock",-2.19, 176.98 ,34,-2.19,-1.27
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Longer containment, larger demand shock",-0.89, 218.20 ,186,-3.47,-3.51
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Longer containment, larger demand shock",-0.87, 213.32 ,91,-3.14,-3.25
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Longer containment, larger demand shock",-2.39, 585.88 ,77,-29.57,-28.73
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Longer containment, larger demand shock",-0.85, 208.57 ,37,-2.59,-2.56
Cambodia,CAM,Transport services,24542.47406,"Longer containment, larger demand shock",-2.43, 596.36 ,9,-41.71,-41.71
Cambodia,CAM,_All,24542.47406,"Longer containment, larger demand shock",-7.43," 1,822.32 ",400,-7.43,-4.07
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Longer containment, larger demand shock",-0.33, 17.70 ,12,-13.12,-13.12
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Longer containment, larger demand shock",-2.35, 125.18 ,5,-7.14,-10.54
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Longer containment, larger demand shock",-6.77, 360.81 ,2,-30.49,-39.70
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Longer containment, larger demand shock",-2.82, 150.26 ,3,-7.54,-8.63
Maldives,MLD,Transport services,5327.45715,"Longer containment, larger demand shock",-1.90, 101.20 ,1,-38.25,-24.82
Maldives,MLD,_All,5327.45715,"Longer containment, larger demand shock",-14.17, 755.15 ,22,-14.17,-12.69
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Longer containment, larger demand shock",-0.05, 14.94 ,16,-0.17,-0.17
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Longer containment, larger demand shock",-0.15, 42.51 ,28,-0.34,-0.50
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Longer containment, larger demand shock",-0.38, 110.53 ,36,-8.05,-7.10
